,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
394,Marcos,Barrena,Marcos Barrena,692065814,22371,59064458,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,01/11/2020,3.1,7
395,Emilia,Cabezas,Emilia Cabezas,624208391,18515,59266951,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/07/2020,3.1,7
396,María Carmen,Galiano,María Carmen Galiano,618781586,43776,44327294,Ambos,"['El día a día', 'Servicios del Municipio']",1,perfil_11vm.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,20/06/2020,4.0,7
397,Eufemia,Bertrán,Eufemia Bertrán,612861361,19314,28980481,Ambos,['Burocracia'],0,perfil_voluntario_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,03/05/2020,2.6,7
398,Faustino,Heredia,Faustino Heredia,620468249,22215,72300333,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,perfil_5vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/12/2019,3.1,7
399,Fulgencio,Benavides,Fulgencio Benavides,644061856,33138,64480926,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",16/09/2019,3.7,7
400,Faustino,Acedo,Faustino Acedo,600645685,04140,12634951,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,29/01/2022,2.9,7
401,Sebastian,Soriano,Sebastian Soriano,685660207,01427,87073991,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/05/2022,3.4,7
402,Lupe,Antúnez,Lupe Antúnez,613903729,18816,51157617,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,29/02/2020,3.1,7
403,Jesús,Maldonado,Jesús Maldonado,610172823,10332,69560428,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/03/2021,3.0,7
404,Lara,Guillen,Lara Guillen,635888022,24413,57385883,Ambos,"['Salud', 'Servicios del Municipio']",0,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,29/10/2020,2.9,7
405,Ámbar,Figuerola,Ámbar Figuerola,626867941,19245,53865316,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/09/2019,3.3,7
406,Teodoro,Cardona,Teodoro Cardona,606797646,15815,56572141,Ambos,"['Nuevas Tecnologías', 'Salud']",0,perfil_voluntaria_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,28/02/2020,3.1,7
407,Candelas,Larrañaga,Candelas Larrañaga,641008540,39012,83072121,Voluntario,"['El día a día', 'Burocracia']",1,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/12/2021,2.7,7
408,Pascuala,Cisneros,Pascuala Cisneros,621309772,43570,70246177,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,perfil_voluntario_5.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/09/2021,2.1,7
409,Calixto,Barreda,Calixto Barreda,605665438,31638,22178209,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/05/2019,3.0,7
410,Fito,Malo,Fito Malo,668467032,48140,45821265,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,03/08/2019,3.6,7
411,Valentín,Casanova,Valentín Casanova,676431094,18517,32504435,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntaria_3.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/05/2021,3.7,7
412,Adelina,Vall,Adelina Vall,651769208,09199,34230440,Voluntario,"['Nuevas Tecnologías', 'El día a día']",1,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,01/09/2019,3.1,7
413,Calista,Uribe,Calista Uribe,608141058,35000,85090566,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,perfil_3vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/06/2022,3.6,7
414,Urbano,Bernat,Urbano Bernat,624480804,18530,74727050,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/07/2021,3.3,7
415,Elba,Rosales,Elba Rosales,640782039,01207,43477033,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,22/11/2021,2.6,7
416,Macaria,Mora,Macaria Mora,623727477,10329,43068325,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/12/2020,2.7,7
417,Elisabet,Ibáñez,Elisabet Ibáñez,642053078,13109,57233958,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/05/2020,3.3,7
418,Amancio,Bravo,Amancio Bravo,625711562,32784,46682789,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,22/11/2021,3.9,7
419,Jenaro,Almansa,Jenaro Almansa,696933008,45519,41516713,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/06/2019,2.9,7
420,María Del Carmen,Leon,María Del Carmen Leon,617348952,04532,14132815,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_2vm.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,20/04/2021,3.3,7
421,Corona,Díez,Corona Díez,686002003,21342,37965559,Voluntario,"['Salud', 'El día a día']",1,perfil_voluntaria_2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,28/09/2019,3.3,7
422,Adoración,Villena,Adoración Villena,656060312,48311,84636256,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/12/2019,3.1,7
423,Florinda,Escudero,Florinda Escudero,687861994,49025,32943711,Ambos,"['Salud', 'Burocracia']",0,perfil_voluntario_9.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/04/2020,2.9,7
424,Delfina,Bou,Delfina Bou,674095411,41439,62530922,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/04/2020,2.9,7
425,Adoración,Oliveras,Adoración Oliveras,641378828,36869,73675727,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_3vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/10/2020,1.9,7
426,Sebastian,Mínguez,Sebastian Mínguez,647487335,11010,38313792,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_2vm.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,22/08/2019,3.6,7
427,Miguel Ángel,Calvo,Miguel Ángel Calvo,658087162,24171,20274580,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntario_1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/09/2021,2.0,7
428,Rosa,Cuevas,Rosa Cuevas,691186759,24514,48304858,Ambos,"['Nuevas Tecnologías', 'El día a día']",1,perfil_voluntario_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/01/2021,3.3,7
429,Narciso,Valbuena,Narciso Valbuena,627652317,18492,20668232,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/02/2021,2.7,7
430,Luis,Pérez,Luis Pérez,630734021,38470,57566637,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,06/05/2021,2.6,7
431,Odalys,Arco,Odalys Arco,675199688,32782,53351463,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/09/2021,3.0,7
432,Wálter,Borja,Wálter Borja,612412591,38010,74682230,Voluntario,"['Salud', 'Burocracia']",1,perfil_voluntario_6.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,19/12/2019,3.4,7
433,Maxi,Iniesta,Maxi Iniesta,698549133,26221,52847187,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/11/2019,3.9,7
434,Moisés,Carmona,Moisés Carmona,634646032,11009,22870084,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/06/2022,3.1,7
435,María Teresa,Quintero,María Teresa Quintero,649808536,07817,78940471,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/02/2021,3.3,7
436,Rosaura,Vilar,Rosaura Vilar,625689630,46811,60651401,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/01/2022,2.9,7
437,Paloma,Abella,Paloma Abella,690605736,09249,48293793,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",1,perfil_5vh.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/08/2020,3.9,7
438,Gema,Reyes,Gema Reyes,658438406,49881,56732426,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntario_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/11/2020,2.6,7
439,Baltasar,Expósito,Baltasar Expósito,680404124,03660,37339900,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",08/01/2022,1.4,7
440,Aura,Valentín,Aura Valentín,695202858,43549,81641777,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_3.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/07/2019,2.9,7
441,Eufemia,Frutos,Eufemia Frutos,616438083,19229,35618302,Voluntario,['Burocracia'],0,perfil_voluntario_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,26/03/2020,3.6,7
442,Juanito,Castro,Juanito Castro,666563526,27289,41463134,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/12/2021,3.1,7
443,Áurea,Maestre,Áurea Maestre,696982196,24210,77187017,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/06/2021,2.9,7
444,Urbano,Tormo,Urbano Tormo,651605630,40318,39633189,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_5.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,04/01/2020,3.0,7
445,Domingo,Heras,Domingo Heras,601130852,24765,56895026,Voluntario,['Burocracia'],1,perfil_3vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/03/2022,3.3,7
446,Leire,Cuadrado,Leire Cuadrado,664574664,26144,33681209,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",0,perfil_voluntario_1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/06/2019,3.7,7
447,María,Raya,María Raya,625899956,36746,63973748,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_5vh.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",16/09/2019,3.0,7
448,Ciro,Carballo,Ciro Carballo,650484906,06004,29551693,Ambos,"['Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/04/2021,3.4,7
449,Íñigo,Carpio,Íñigo Carpio,614670215,50687,65619114,Voluntario,"['Nuevas Tecnologías', 'El día a día']",1,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/10/2020,4.1,7
450,Flora,Correa,Flora Correa,650601172,48120,58277196,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,15/01/2022,2.3,7
451,Andrea,Manzanares,Andrea Manzanares,604126415,16465,77434229,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,23/06/2021,2.4,7
452,Araceli,Llano,Araceli Llano,694230954,17403,66407810,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/10/2019,2.0,7
453,Severo,Tolosa,Severo Tolosa,685370547,45720,24072413,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/05/2021,3.1,7
454,Agustina,Hervás,Agustina Hervás,694727770,05380,71053560,Ambos,['Servicios del Municipio'],1,perfil_voluntario_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,13/07/2019,3.0,7
455,Yago,Coca,Yago Coca,610089892,09370,87389563,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/08/2021,2.1,7
456,Rodolfo,Farré,Rodolfo Farré,637415091,27592,63406087,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,perfil_voluntario_5.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,10/07/2020,3.7,7
457,África,Cerezo,África Cerezo,662027892,05196,46471879,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,16/02/2022,2.3,7
458,Rosario,Lastra,Rosario Lastra,647330824,22255,87127724,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/03/2020,2.9,7
459,Otilia,Tovar,Otilia Tovar,686853229,33829,65187204,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,perfil_5vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/04/2020,3.7,7
460,Rosenda,Comas,Rosenda Comas,607508241,05190,28572469,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,07/12/2020,2.0,7
461,Victoriano,Ochoa,Victoriano Ochoa,635439946,32357,50562199,Ambos,['Nuevas Tecnologías'],1,perfil_voluntaria_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/10/2020,2.7,7
462,Nazaret,Pi,Nazaret Pi,695691139,06171,12775197,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,01/03/2022,3.1,7
463,Xavier,Fabregat,Xavier Fabregat,663782920,45225,39043928,Voluntario,"['El día a día', 'Servicios del Municipio']",1,perfil_voluntario_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,24/06/2020,2.4,7
464,José,Reig,José Reig,650146732,02154,40214353,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,17/09/2020,2.7,7
465,Armando,Monreal,Armando Monreal,697210075,24252,25675649,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,16/03/2022,3.0,7
466,Marcela,Piquer,Marcela Piquer,636720504,40141,17462732,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,19/05/2020,3.1,7
467,Rolando,Cornejo,Rolando Cornejo,643705736,22462,39270133,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,23/06/2022,2.9,7
468,Ana Sofía,Vallés,Ana Sofía Vallés,690705750,19410,25847282,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/01/2021,2.7,7
469,Dominga,Mármol,Dominga Mármol,643058789,25714,22252719,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/08/2021,3.1,7
470,Ruth,Cabrera,Ruth Cabrera,614018499,38207,41727291,Voluntario,"['Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/05/2021,2.4,7
471,Sandra,Sacristán,Sandra Sacristán,681565839,17111,82873994,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntario_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/07/2020,2.9,7
472,Cornelio,Zorrilla,Cornelio Zorrilla,681231278,04278,73101181,Ambos,"['Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/08/2019,2.4,7
473,Visitación,Saura,Visitación Saura,629506201,49550,76459631,Voluntario,"['El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,23/10/2021,3.1,7
474,Albino,Cobos,Albino Cobos,636645135,08796,78980809,Ambos,"['Nuevas Tecnologías', 'El día a día']",1,perfil_voluntario_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/02/2021,2.9,7
475,Sebastián,Soria,Sebastián Soria,686202774,47359,66262409,Ambos,"['El día a día', 'Burocracia']",1,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,25/03/2022,2.1,7
476,Merche,Nevado,Merche Nevado,649235049,31411,55200820,Voluntario,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",12/04/2020,1.9,7
477,Estrella,Puga,Estrella Puga,625245157,24510,87307723,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_3.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/05/2019,2.9,7
478,Florentina,Pinto,Florentina Pinto,652238758,26133,82081507,Ambos,['Servicios del Municipio'],1,perfil_5vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/08/2021,2.4,7
479,Maximiliano,Guitart,Maximiliano Guitart,654395188,19141,39834710,Voluntario,"['Amigos y Ocio', 'El día a día']",1,perfil_voluntario_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/06/2022,3.1,7
480,Evangelina,Madrigal,Evangelina Madrigal,605167477,12135,66556542,Voluntario,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_2vm.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,17/04/2022,2.9,7
481,Javi,Botella,Javi Botella,650751322,24387,31837108,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,24/05/2021,2.4,7
482,Toño,Salcedo,Toño Salcedo,634883061,31320,13556445,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/08/2021,3.4,7
483,Flavio,Palmer,Flavio Palmer,699559291,27635,16298442,Ambos,['Amigos y Ocio'],0,perfil_voluntaria_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/04/2021,3.4,7
484,Reinaldo,Coello,Reinaldo Coello,665762606,40200,17429348,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/11/2019,3.6,7
485,Jose Ignacio,Escolano,Jose Ignacio Escolano,679232911,32780,43346188,Voluntario,['Nuevas Tecnologías'],0,perfil_5vh.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,26/10/2019,2.3,7
486,Francisco,Piñeiro,Francisco Piñeiro,673888462,48382,59779218,Voluntario,"['El día a día', 'Servicios del Municipio']",1,perfil_voluntario_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,17/09/2021,2.9,7
487,Estefanía,Hernando,Estefanía Hernando,611807950,04738,63605552,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,21/06/2021,2.4,7
488,Anastasia,Clemente,Anastasia Clemente,695050222,40529,40435213,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/10/2020,3.0,7
489,Jesús,Serra,Jesús Serra,608628452,24565,15456189,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/05/2020,3.4,7
490,Felicia,Izquierdo,Felicia Izquierdo,628397794,05120,43588768,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/09/2020,4.1,7
491,Ángel,Jara,Ángel Jara,673911476,37795,43530539,Ambos,['Amigos y Ocio'],0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/03/2022,3.0,7
492,Griselda,Sola,Griselda Sola,603702463,17130,66679208,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_6.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/02/2020,4.1,7
